lat,lon,emission,cluster,cluster_ordered
57.5,-3.7,830.093,0,0
42.6,-6.7,2186.25,2,1
36.9,-1.0,0.904974,0,0
37.3,-1.5,0.673726,0,0
41.2,17.2,1.08763,0,0
36.1,9.4,588.331,0,0
50.7,20.8,2520.61,2,1
50.8,18.2,2481.43,2,1
54.2,-2.8,7638.94,4,2
49.8,16.0,12036.6,3,3
43.3,24.3,6194.95,4,2
46.0,2.5,1396.2,0,0
61.3,13.4,155.193,0,0
51.4,21.4,11401.0,3,3
51.5,22.4,1935.7,2,1
48.0,29.2,1584.42,0,0
59.8,23.4,762.812,0,0
60.9,16.7,1275.85,0,0
43.4,12.8,11616.6,3,3
45.9,-0.5,6332.16,4,2
48.6,26.0,5416.26,4,2
52.6,6.2,7016.3,4,2
46.5,7.3,3920.96,2,1
39.2,-6.6,406.072,0,0
66.8,27.6,18.0023,0,0
50.5,24.6,2032.07,2,1
43.4,-1.2,2997.97,2,1
59.4,6.4,372.411,0,0
39.2,2.9,1.25002,0,0
60.3,23.6,9639.98,3,3
56.8,30.4,30.3376,0,0
40.1,-4.1,7115.51,4,2
40.9,26.1,3130.33,2,1
44.1,15.2,16902.4,1,4
36.4,6.0,182.125,0,0
48.4,22.9,1133.73,0,0
52.4,16.6,10903.3,3,3
58.8,30.3,866.486,0,0
35.9,0.9,147.153,0,0
53.6,17.3,10086.9,3,3
67.8,19.8,37.9108,0,0
56.4,13.6,8324.61,4,2
46.9,30.2,2125.39,2,1
43.1,-3.1,4437.69,2,1
45.2,18.9,11113.2,3,3
44.3,13.3,0.434917,0,0
44.1,-0.3,2217.31,2,1
39.1,20.9,13687.7,1,4
53.6,7.7,6470.16,4,2
41.7,15.7,4350.19,2,1
62.7,13.9,311.876,0,0
63.8,19.8,347.212,0,0
55.6,28.5,97.3595,0,0
54.4,19.9,1469.78,0,0
34.0,9.7,14.8254,0,0
50.5,26.9,2929.1,2,1
57.0,23.9,7333.76,4,2
41.3,26.9,7502.21,4,2
48.5,24.5,2176.76,2,1
64.3,27.5,192.004,0,0
62.5,16.0,271.105,0,0
45.6,27.9,4279.47,2,1
57.3,23.3,0.0854463,0,0
50.5,19.4,8970.48,3,3
39.5,-2.3,3281.27,2,1
64.1,24.7,674.055,0,0
62.8,25.1,152.833,0,0
46.6,29.7,6694.47,4,2
43.2,17.5,3122.46,2,1
64.3,14.7,1087.54,0,0
43.0,-2.9,513.146,0,0
52.6,26.1,1419.73,0,0
63.6,30.1,13.0775,0,0
44.4,21.6,12659.9,3,3
59.6,12.7,1473.07,0,0
60.0,15.1,191.259,0,0
44.1,27.1,14557.3,1,4
47.5,13.2,3964.48,2,1
43.6,-4.4,0.522051,0,0
50.0,19.5,15549.6,1,4
34.5,-1.9,336.759,0,0
42.5,1.7,1525.37,0,0
49.7,17.1,12735.1,3,3
36.5,4.3,64.6398,0,0
42.3,-7.4,1104.58,0,0
38.6,26.0,0.290814,0,0
47.7,30.9,1830.68,2,1
44.4,6.0,7555.91,4,2
59.9,8.8,1231.33,0,0
67.0,25.1,359.018,0,0
47.3,0.3,5629.49,4,2
50.9,12.2,6002.91,4,2
61.0,11.2,146.85,0,0
37.8,28.8,7011.3,4,2
50.0,18.9,15855.6,1,4
63.8,30.4,1.11058,0,0
52.6,28.1,379.884,0,0
41.3,-5.6,1812.61,0,0
46.6,19.1,2679.26,2,1
55.7,25.4,2516.29,2,1
69.7,30.5,370.939,0,0
42.8,20.0,2280.61,2,1
59.3,8.7,383.233,0,0
59.0,12.4,678.67,0,0
60.9,12.5,748.635,0,0
59.6,8.8,193.323,0,0
45.7,-1.2,13441.3,3,3
36.2,6.6,240.15,0,0
65.7,18.0,620.508,0,0
52.2,29.6,485.087,0,0
49.6,22.9,2241.82,2,1
40.2,23.2,6519.12,4,2
64.8,16.0,140.001,0,0
48.9,20.7,5646.39,4,2
54.5,11.4,17.4156,0,0
55.1,24.4,2264.24,2,1
48.4,30.0,2352.06,2,1
39.3,28.4,1017.57,0,0
46.8,25.8,5951.58,4,2
45.8,0.4,6148.92,4,2
54.1,-0.7,2682.62,2,1
65.1,26.7,188.902,0,0
48.4,-0.6,2915.81,2,1
34.4,4.9,12.3851,0,0
49.3,13.6,7032.5,4,2
38.6,0.5,1.32334,0,0
43.6,24.2,3606.67,2,1
38.6,30.4,3168.92,2,1
54.9,-7.3,7045.53,4,2
38.2,22.9,2022.22,2,1
60.1,30.8,383.046,0,0
38.3,-7.4,2250.84,2,1
41.1,15.2,6480.9,4,2
50.3,-1.2,0.248956,0,0
44.0,5.3,1570.55,0,0
44.8,25.7,5860.81,4,2
60.5,12.5,26.841,0,0
59.9,24.1,112.698,0,0
41.8,1.1,957.356,0,0
43.9,-1.3,1971.54,2,1
35.9,9.0,1506.77,0,0
55.9,25.9,2313.59,2,1
48.5,29.1,2891.13,2,1
46.9,20.2,8337.69,4,2
51.6,-4.0,14614.6,1,4
49.3,12.6,5580.31,4,2
65.6,19.7,786.758,0,0
57.8,30.2,230.631,0,0
47.4,15.5,1810.97,0,0
64.8,20.8,1091.37,0,0
37.1,-7.2,9.31735,0,0
46.2,7.9,4072.08,2,1
35.7,9.5,1734.57,0,0
35.9,-6.0,3.09884,0,0
67.3,13.4,10.9488,0,0
35.1,0.5,2.54594,0,0
36.4,26.9,0.3235,0,0
48.4,30.7,1646.78,0,0
60.8,14.0,271.937,0,0
41.7,20.8,7292.87,4,2
51.8,17.1,4064.05,2,1
54.7,12.6,13.7247,0,0
51.6,26.3,281.248,0,0
39.8,8.4,78.7651,0,0
63.8,19.3,17.6601,0,0
55.5,27.6,1125.38,0,0
37.5,24.4,0.538727,0,0
66.9,13.9,434.313,0,0
42.2,26.8,2625.44,2,1
68.8,17.1,343.998,0,0
62.0,27.1,1170.92,0,0
47.5,12.9,560.876,0,0
47.6,13.6,19694.5,1,4
49.6,3.5,9041.4,3,3
49.7,-2.9,0.537339,0,0
43.0,21.8,8237.7,4,2
37.4,-8.6,740.018,0,0
60.7,28.7,2944.19,2,1
61.9,27.2,764.526,0,0
50.5,23.3,3394.38,2,1
53.8,-10.0,98.6217,0,0
59.5,29.5,334.184,0,0
43.8,-7.6,1.70489,0,0
50.2,10.6,2818.14,2,1
69.7,20.8,36.8897,0,0
65.3,16.6,4.10237,0,0
36.2,-2.2,0.233662,0,0
42.1,-6.1,1029.68,0,0
53.2,-9.0,6076.22,4,2
46.0,-1.0,7732.65,4,2
46.7,28.3,5146.5,4,2
59.0,26.2,819.709,0,0
50.9,6.4,12033.7,3,3
56.5,14.4,927.813,0,0
56.2,29.7,3.01444,0,0
36.7,30.5,400.327,0,0
68.5,15.1,80.525,0,0
51.2,25.3,86.6318,0,0
50.6,24.7,2443.31,2,1
44.1,22.3,4544.61,2,1
51.4,22.7,2768.09,2,1
55.4,13.4,8116.07,4,2
66.0,27.9,109.983,0,0
44.1,20.5,4770.86,2,1
45.6,3.4,3160.56,2,1
60.1,25.3,138.013,0,0
35.1,-7.8,1.0577,0,0
50.7,22.1,6190.03,4,2
48.7,3.0,12112.3,3,3
61.4,16.2,78.5613,0,0
40.1,8.8,3331.52,2,1
47.1,10.4,5158.39,4,2
49.0,3.7,6671.14,4,2
55.1,-8.0,807.689,0,0
46.7,23.0,3824.79,2,1
60.9,30.4,2.06251,0,0
52.8,11.8,2782.27,2,1
51.2,14.7,5198.01,4,2
49.4,3.9,7835.4,4,2
67.2,28.6,35.479,0,0
52.0,25.6,1103.92,0,0
50.6,10.0,5659.11,4,2
46.4,28.2,11912.5,3,3
44.5,25.8,18026.5,1,4
51.7,7.1,17142.7,1,4
50.9,-0.1,7500.12,4,2
39.0,30.2,4600.26,2,1
51.6,-8.6,973.526,0,0
63.1,27.5,1734.95,0,0
35.4,24.7,999.373,0,0
51.1,8.4,4132.62,2,1
48.4,11.0,9732.99,3,3
47.8,21.7,9897.97,3,3
46.4,13.6,2538.38,2,1
63.5,15.8,91.0491,0,0
49.9,0.9,1665.17,0,0
38.0,15.0,5585.51,4,2
46.8,10.3,1435.3,0,0
43.1,18.6,1194.4,0,0
60.2,20.5,4.72826,0,0
52.1,28.1,1994.6,2,1
50.7,5.2,13914.5,1,4
46.3,25.0,3616.56,2,1
64.5,25.4,319.18,0,0
45.9,0.5,1637.98,0,0
47.0,20.0,6239.62,4,2
53.3,30.8,930.708,0,0
57.4,-7.4,996.58,0,0
50.5,12.4,9602.7,3,3
61.5,5.3,600.849,0,0
42.7,-5.5,365.248,0,0
43.6,-6.5,0.881603,0,0
55.6,-3.7,4802.63,2,1
46.7,26.2,98.9501,0,0
44.1,0.7,8744.77,3,3
46.3,9.5,996.65,0,0
63.0,30.0,192.687,0,0
47.9,24.9,177.637,0,0
62.4,17.4,4124.35,2,1
46.3,29.8,7087.39,4,2
47.2,3.1,1749.22,0,0
58.3,22.9,443.079,0,0
50.6,1.8,7166.16,4,2
49.7,14.4,4524.72,2,1
53.5,-0.7,11203.8,3,3
43.0,27.3,6700.43,4,2
47.8,9.7,10052.6,3,3
43.4,-3.3,424.687,0,0
56.9,-5.7,3.33233,0,0
50.0,25.0,2223.26,2,1
59.0,-2.6,12.1182,0,0
62.2,26.3,605.289,0,0
53.4,8.8,6911.26,4,2
69.4,16.9,26.9579,0,0
60.1,9.3,121.238,0,0
60.6,30.4,63.8179,0,0
51.2,6.1,19107.4,1,4
53.5,17.4,2202.04,2,1
50.5,25.3,2047.23,2,1
53.0,7.7,7814.61,4,2
47.6,17.1,3972.72,2,1
40.5,18.5,1.07943,0,0
37.0,25.3,3231.29,2,1
55.1,-3.5,2999.91,2,1
47.2,-1.1,9770.09,3,3
62.4,7.9,68.8136,0,0
41.5,23.4,304.217,0,0
57.9,26.5,742.978,0,0
39.0,22.5,693.235,0,0
39.7,22.2,2298.66,2,1
52.4,15.3,1435.88,0,0
46.9,-1.3,9484.14,3,3
45.2,4.5,7553.45,4,2
34.5,-4.3,262.994,0,0
40.9,-7.9,2802.17,2,1
56.6,29.6,17.928,0,0
35.1,6.9,0.287145,0,0
39.4,-6.1,1096.5,0,0
62.4,23.5,946.151,0,0
57.0,28.2,72.2601,0,0
55.9,22.6,1879.54,2,1
55.0,21.6,834.344,0,0
48.0,20.5,765.645,0,0
37.9,16.0,4336.49,2,1
52.0,8.0,9792.04,3,3
46.6,29.9,4091.48,2,1
38.1,13.5,2196.68,2,1
43.5,4.7,2876.92,2,1
55.5,28.3,386.155,0,0
45.7,28.9,2517.74,2,1
40.2,20.9,1156.81,0,0
62.8,28.8,199.716,0,0
47.5,-3.0,4999.4,4,2
37.4,24.5,0.557789,0,0
48.2,-2.6,4102.37,2,1
63.7,27.3,368.083,0,0
47.7,14.9,698.544,0,0
41.9,16.8,0.801772,0,0
46.9,24.7,3452.62,2,1
54.4,25.6,426.599,0,0
48.9,12.9,6983.41,4,2
55.4,30.2,550.706,0,0
39.1,21.5,749.229,0,0
47.7,20.1,5202.64,4,2
56.7,24.0,350.142,0,0
57.4,-5.7,209.082,0,0
53.3,10.8,2843.6,2,1
42.2,20.4,3072.04,2,1
54.6,-6.6,4048.27,2,1
50.7,15.7,3069.63,2,1
40.0,8.7,3418.31,2,1
51.2,5.6,9015.6,3,3
36.3,9.3,1960.54,2,1
40.8,0.5,10229.4,3,3
66.9,30.7,0.475964,0,0
64.0,25.1,183.004,0,0
46.0,12.6,13074.1,3,3
46.7,-2.1,9996.45,3,3
39.3,1.3,0.19479,0,0
52.8,21.7,2917.23,2,1
49.9,13.6,4399.28,2,1
50.5,5.0,7830.66,4,2
43.4,-1.1,3158.95,2,1
46.6,-2.9,0.432809,0,0
46.6,19.7,2747.56,2,1
61.0,11.1,46.8216,0,0
56.9,13.4,236.093,0,0
59.8,12.0,257.547,0,0
60.3,-1.8,25.3257,0,0
55.6,29.7,365.45,0,0
53.5,-7.9,369.351,0,0
45.5,25.0,230.283,0,0
60.0,6.9,65.9759,0,0
60.5,14.8,404.347,0,0
55.2,23.5,5146.32,4,2
62.6,28.2,140.942,0,0
38.7,-0.9,781.626,0,0
46.2,4.1,2854.08,2,1
53.2,30.4,1691.55,0,0
54.7,30.7,249.548,0,0
50.6,17.2,4071.23,2,1
52.6,0.6,3465.47,2,1
42.2,21.4,839.213,0,0
41.1,26.0,390.472,0,0
60.9,13.8,781.675,0,0
43.9,-0.8,2584.04,2,1
39.5,2.9,6201.74,4,2
42.4,9.5,5037.43,4,2
48.8,29.9,4930.05,4,2
41.5,25.6,1390.8,0,0
58.8,26.5,1563.55,0,0
60.2,5.1,2004.42,2,1
59.0,24.6,2082.96,2,1
52.4,6.3,6277.9,4,2
44.8,26.8,6540.13,4,2
57.1,-2.6,1519.19,0,0
36.7,6.4,24.755,0,0
34.1,-6.4,233.942,0,0
47.8,16.8,5854.17,4,2
53.2,28.9,1362.12,0,0
43.6,-3.7,1.30385,0,0
59.1,30.2,2.22117,0,0
46.9,14.2,3925.82,2,1
58.4,29.8,15.9776,0,0
51.5,27.1,870.437,0,0
35.1,0.7,344.899,0,0
50.5,4.2,19572.2,1,4
43.5,13.4,18990.9,1,4
52.0,0.6,6213.77,4,2
39.1,29.9,5687.1,4,2
47.2,1.3,10886.8,3,3
42.5,18.8,1731.07,0,0
67.5,24.1,692.612,0,0
36.9,29.5,2187.32,2,1
51.8,7.0,15800.6,1,4
48.9,16.1,7871.36,4,2
46.3,30.5,5472.1,4,2
47.0,9.9,15913.4,1,4
43.7,1.1,6853.66,4,2
52.4,26.1,644.406,0,0
56.2,29.1,9.86161,0,0
46.8,1.1,2916.86,2,1
70.2,22.1,41.432,0,0
50.2,6.3,2122.38,2,1
67.8,19.4,74.0557,0,0
63.0,17.2,347.944,0,0
49.4,6.1,17986.2,1,4
42.5,24.4,202.207,0,0
47.0,5.6,1779.77,0,0
39.4,-0.8,8982.26,3,3
39.5,-5.6,189.561,0,0
53.7,8.0,84.9268,0,0
60.1,29.0,20.0752,0,0
50.0,2.0,12764.5,3,3
39.8,-7.2,1180.85,0,0
43.2,18.5,127.924,0,0
47.9,0.4,5154.07,4,2
51.1,27.5,1413.74,0,0
54.4,-7.2,2148.84,2,1
50.0,25.4,3679.58,2,1
39.7,24.9,0.417349,0,0
49.7,28.5,1753.58,0,0
49.5,12.9,11276.9,3,3
52.1,25.1,7316.94,4,2
49.8,29.7,2658.07,2,1
58.1,-6.8,330.044,0,0
49.3,5.1,3508.11,2,1
49.4,-1.6,3912.56,2,1
51.9,26.9,3933.37,2,1
41.6,-3.2,294.753,0,0
45.7,27.0,12200.7,3,3
36.4,5.2,90.459,0,0
44.2,11.7,15866.9,1,4
45.9,0.9,3636.62,2,1
54.8,25.7,1168.54,0,0
42.2,2.3,1784.46,0,0
42.2,-1.1,448.93,0,0
52.3,9.0,9220.39,3,3
50.1,1.5,8333.58,4,2
63.9,25.3,630.74,0,0
43.6,18.5,66.2399,0,0
53.9,29.5,1054.3,0,0
40.1,23.7,1891.11,2,1
57.8,28.6,85.2663,0,0
41.5,15.9,271.672,0,0
63.9,17.2,1686.62,0,0
54.3,-2.5,766.631,0,0
49.8,1.8,5716.35,4,2
35.3,6.6,3.84664,0,0
66.1,13.9,12.0601,0,0
40.8,9.6,3834.67,2,1
63.0,15.9,169.426,0,0
52.2,15.4,4307.31,2,1
51.2,17.4,5223.65,4,2
42.1,12.0,1780.09,0,0
49.9,10.5,8630.52,4,2
38.6,20.8,0.144899,0,0
47.4,16.1,4815.9,2,1
68.9,19.6,163.731,0,0
53.2,18.7,6266.99,4,2
50.3,22.4,3053.37,2,1
43.2,-7.5,2861.63,2,1
39.5,26.0,330.59,0,0
65.8,17.6,72.1342,0,0
56.7,25.9,406.594,0,0
35.3,-8.2,0.525824,0,0
35.4,10.6,19286.7,1,4
45.1,23.3,12729.4,3,3
56.0,13.1,1701.59,0,0
42.5,18.1,54.8996,0,0
63.3,10.1,5304.13,4,2
65.2,19.9,4.10237,0,0
51.1,26.8,833.272,0,0
45.1,4.1,9819.58,3,3
36.4,23.9,0.443808,0,0
53.0,-3.6,843.697,0,0
47.3,19.6,9321.06,3,3
65.4,25.4,631.336,0,0
45.8,27.1,6219.58,4,2
48.5,29.4,2957.54,2,1
45.6,27.8,3203.76,2,1
59.0,20.9,12.62,0,0
58.1,7.7,1661.78,0,0
52.4,21.2,7473.14,4,2
63.4,10.9,7090.93,4,2
46.1,12.8,8065.1,4,2
35.7,9.6,4335.86,2,1
49.0,19.4,8506.79,4,2
52.4,4.7,19099.5,1,4
35.3,8.9,185.888,0,0
44.7,23.4,6744.19,4,2
49.1,29.5,4379.62,2,1
53.7,18.0,1770.57,0,0
52.3,-9.8,1046.07,0,0
55.3,25.2,1564.77,0,0
52.4,29.0,949.303,0,0
56.3,-5.7,69.3125,0,0
45.3,-0.2,2412.15,2,1
65.2,15.3,488.237,0,0
48.4,28.1,2992.57,2,1
60.0,24.4,13475.9,3,3
41.7,1.2,3578.85,2,1
60.4,28.8,17.1299,0,0
57.7,14.3,11981.3,3,3
54.4,25.2,3314.98,2,1
39.1,-8.6,5914.27,4,2
66.7,27.2,330.681,0,0
63.2,21.6,192.257,0,0
52.8,-1.1,4062.6,2,1
45.1,26.9,12777.0,3,3
55.8,9.9,10305.5,3,3
53.3,9.9,20084.4,1,4
60.1,7.0,34.7615,0,0
48.5,5.2,2157.6,2,1
46.3,8.7,178.634,0,0
48.0,6.3,4377.57,2,1
43.6,-5.1,0.57762,0,0
59.5,14.9,4228.38,2,1
41.2,-4.0,4339.97,2,1
35.3,4.7,15.9818,0,0
52.3,15.6,2654.41,2,1
39.9,23.9,864.159,0,0
59.1,14.2,318.671,0,0
48.2,30.5,2167.73,2,1
44.6,19.8,11872.9,3,3
51.5,23.5,9159.98,3,3
47.5,18.0,7233.72,4,2
36.5,-3.4,0.531731,0,0
48.0,15.6,12768.3,3,3
43.7,-8.0,432.608,0,0
56.5,28.6,32.9672,0,0
44.4,22.4,7266.78,4,2
43.9,0.2,3124.83,2,1
54.5,19.5,0.0101829,0,0
59.2,25.6,2913.16,2,1
58.8,13.9,528.966,0,0
40.0,19.8,1675.65,0,0
59.2,11.7,311.475,0,0
41.3,17.7,0.443697,0,0
68.6,23.3,187.695,0,0
50.3,21.2,6853.49,4,2
54.6,-6.5,30.924,0,0
52.3,17.7,5192.79,4,2
60.8,22.0,986.588,0,0
51.0,10.3,8910.43,3,3
44.3,8.2,13334.1,3,3
43.3,-7.6,1610.3,0,0
37.0,-8.4,1049.52,0,0
45.2,11.0,13602.5,3,3
62.9,29.0,18.9524,0,0
46.1,5.7,6280.27,4,2
38.0,29.0,2697.83,2,1
36.2,28.8,0.552145,0,0
40.1,-9.0,647.9,0,0
56.0,29.1,2.93735,0,0
51.6,22.3,2462.86,2,1
42.8,17.6,2741.78,2,1
55.5,27.8,89.3925,0,0
48.0,26.0,6229.64,4,2
46.4,1.7,1813.11,0,0
57.7,-5.7,798.337,0,0
39.7,-5.1,937.239,0,0
52.9,22.5,5286.57,4,2
51.1,2.8,13776.4,1,4
48.6,28.4,2341.86,2,1
36.1,1.6,37.7474,0,0
48.3,-0.7,8181.89,4,2
40.1,28.3,12173.3,3,3
64.7,25.1,240.71,0,0
48.4,-1.7,3853.14,2,1
67.6,13.6,9.40738,0,0
42.6,24.3,3012.39,2,1
42.4,-7.3,2239.2,2,1
59.8,13.0,580.809,0,0
63.5,13.9,84.0986,0,0
35.4,-0.1,52.7563,0,0
70.0,29.8,37.7224,0,0
42.9,24.6,1894.32,2,1
52.6,11.0,4303.03,2,1
42.1,3.0,4936.3,4,2
55.2,23.0,3174.66,2,1
41.4,-0.7,487.052,0,0
43.7,13.2,5722.35,4,2
36.1,8.4,348.169,0,0
58.5,11.0,298.447,0,0
38.2,15.9,14158.3,1,4
43.4,28.0,5571.44,4,2
40.4,-2.8,1539.48,0,0
66.1,13.1,621.149,0,0
49.6,2.5,6501.54,4,2
48.2,8.3,12263.9,3,3
42.3,22.0,5325.54,4,2
59.6,23.7,13.2524,0,0
37.1,23.8,1.1672,0,0
43.2,24.7,3797.54,2,1
41.8,1.4,1332.67,0,0
53.1,19.6,1736.29,0,0
63.4,19.2,795.584,0,0
48.5,30.1,2663.74,2,1
44.2,10.7,8348.48,4,2
53.3,25.7,1607.5,0,0
42.4,-1.0,78.8368,0,0
49.1,12.5,6307.5,4,2
53.1,7.0,11631.0,3,3
64.9,12.4,128.392,0,0
59.1,26.9,78.4276,0,0
37.2,-5.3,3567.32,2,1
53.5,27.2,818.853,0,0
60.6,7.8,186.955,0,0
39.1,19.7,0.173179,0,0
42.9,1.0,2568.26,2,1
53.4,9.2,2891.3,2,1
48.7,6.9,3427.87,2,1
55.7,30.2,39.5011,0,0
41.0,-7.5,1772.46,0,0
36.4,3.4,67.5583,0,0
51.4,23.8,2363.05,2,1
60.7,9.1,61.01,0,0
56.4,-4.2,25.3257,0,0
64.5,29.7,142.729,0,0
50.4,25.1,2575.71,2,1
44.8,18.2,270.367,0,0
45.1,11.1,9898.51,3,3
43.1,21.1,787.287,0,0
54.4,-6.9,3002.99,2,1
56.0,8.8,8334.3,4,2
49.9,3.4,13816.7,1,4
56.3,29.4,121.892,0,0
60.3,28.4,0.125553,0,0
45.2,21.6,1911.02,2,1
66.4,14.5,305.05,0,0
64.7,12.6,5.67535,0,0
44.8,12.3,6274.84,4,2
35.9,1.0,133.701,0,0
48.3,8.0,8521.93,4,2
55.2,12.2,3822.66,2,1
49.1,0.9,11303.7,3,3
43.4,21.9,2747.99,2,1
45.6,20.7,3155.47,2,1
37.2,30.8,71.5571,0,0
44.6,18.1,511.987,0,0
64.3,12.0,3.54709,0,0
43.8,-1.2,3304.19,2,1
50.0,13.3,5273.68,4,2
47.8,20.9,13960.6,1,4
41.5,-4.2,2432.76,2,1
37.8,-4.0,1210.13,0,0
46.6,7.1,6620.57,4,2
46.0,26.3,2317.48,2,1
41.4,24.3,88.6104,0,0
42.3,3.0,3223.82,2,1
69.6,21.0,174.26,0,0
52.0,5.3,12793.6,3,3
35.8,-8.6,4.8674,0,0
40.8,1.7,0.435155,0,0
38.0,-8.7,1581.2,0,0
59.0,25.1,1458.51,0,0
55.0,-4.0,649.799,0,0
62.0,22.2,1540.37,0,0
52.8,22.5,5844.21,4,2
46.2,10.9,29.1895,0,0
52.5,17.7,3703.91,2,1
52.4,4.9,11953.1,3,3
54.6,18.6,391.248,0,0
37.0,15.4,2.32046,0,0
51.9,11.5,8009.93,4,2
49.9,-3.2,0.45926,0,0
52.2,4.3,127.711,0,0
38.5,-2.9,131.071,0,0
43.1,17.8,5355.28,4,2
50.3,18.1,19518.2,1,4
43.7,10.6,17860.7,1,4
53.0,-9.5,10.8046,0,0
58.9,8.9,427.114,0,0
55.1,12.1,1315.19,0,0
64.9,26.6,163.534,0,0
66.1,25.3,45.9654,0,0
46.2,24.8,9792.36,3,3
37.3,-7.2,3067.04,2,1
69.0,17.1,276.791,0,0
35.7,3.9,0.159525,0,0
59.0,26.4,1210.18,0,0
69.1,18.7,77.3266,0,0
40.6,19.5,7987.77,4,2
55.9,24.1,2587.9,2,1
46.0,28.7,7178.28,4,2
60.3,9.0,8.51302,0,0
43.0,2.5,1639.38,0,0
41.7,-3.4,983.186,0,0
42.4,27.1,1450.09,0,0
66.4,27.3,264.039,0,0
49.8,23.5,3037.82,2,1
63.9,28.9,23.2881,0,0
60.4,25.3,10376.0,3,3
70.1,18.5,6.38476,0,0
51.9,16.6,5657.19,4,2
34.4,8.2,4063.3,2,1
48.8,3.4,4215.31,2,1
42.9,-3.8,493.174,0,0
45.3,27.8,5690.57,4,2
46.0,7.9,941.669,0,0
67.5,28.3,14.609,0,0
42.6,-5.1,904.248,0,0
70.2,28.2,23.276,0,0
60.3,30.3,1728.92,0,0
52.0,16.4,4995.06,4,2
54.7,24.4,4929.09,4,2
44.5,10.5,6503.53,4,2
42.3,15.2,0.371259,0,0
48.2,22.4,8113.57,4,2
44.0,16.1,6451.67,4,2
52.2,-3.4,5314.78,4,2
51.4,23.9,1251.61,0,0
57.0,25.2,471.175,0,0
38.4,-6.6,327.987,0,0
46.7,0.7,3569.29,2,1
49.2,27.0,2479.66,2,1
47.0,27.2,2375.16,2,1
56.0,-6.3,183.584,0,0
42.9,-3.0,962.912,0,0
51.7,29.7,232.379,0,0
60.5,25.9,1847.73,2,1
60.1,20.7,24.9694,0,0
50.9,8.4,4415.79,2,1
55.2,11.2,4698.08,2,1
65.3,26.4,27.111,0,0
47.6,7.8,17287.6,1,4
47.7,25.1,1402.26,0,0
45.8,13.6,11743.2,3,3
53.3,-4.6,1429.37,0,0
57.5,10.1,6016.14,4,2
59.9,13.2,578.129,0,0
52.9,-1.6,7766.46,4,2
61.5,16.9,1069.84,0,0
54.9,25.2,4290.27,2,1
60.9,16.6,1089.16,0,0
46.9,17.1,7087.6,4,2
43.6,3.6,6167.28,4,2
44.3,15.6,2331.61,2,1
44.3,1.8,2082.98,2,1
64.8,13.6,296.597,0,0
56.7,16.2,6842.01,4,2
46.7,3.1,4292.29,2,1
58.9,18.5,102.559,0,0
54.7,-6.5,2933.44,2,1
52.7,28.6,471.949,0,0
57.1,25.5,258.661,0,0
65.8,12.8,14.1884,0,0
68.5,19.0,8.51302,0,0
41.9,-1.6,5264.19,4,2
53.8,7.7,0.466338,0,0
43.3,0.3,3842.92,2,1
55.0,-4.5,169.564,0,0
61.7,21.7,148.177,0,0
44.4,12.3,168.378,0,0
55.9,23.5,3044.34,2,1
46.1,-1.4,12134.8,3,3
65.6,30.5,13.803,0,0
38.4,28.9,5943.31,4,2
53.1,-3.9,3286.52,2,1
46.1,15.3,5398.07,4,2
37.1,-7.4,5374.54,4,2
55.8,13.3,17988.2,1,4
51.8,-1.6,3559.62,2,1
53.3,6.2,2752.36,2,1
53.9,24.6,502.309,0,0
45.4,18.7,4985.54,4,2
53.9,11.8,5810.56,4,2
50.0,5.3,4048.59,2,1
56.3,10.1,7643.5,4,2
52.2,26.3,964.043,0,0
48.6,30.4,2292.4,2,1
34.6,10.4,141.412,0,0
43.5,0.7,3689.08,2,1
46.5,3.6,5511.78,4,2
55.4,22.3,2159.31,2,1
65.7,27.9,218.053,0,0
39.0,0.0,0.390998,0,0
59.3,14.3,937.999,0,0
35.9,27.4,0.394242,0,0
49.6,8.8,6568.49,4,2
52.2,26.2,690.677,0,0
63.7,18.9,436.059,0,0
56.1,14.5,2833.17,2,1
38.0,30.0,6614.34,4,2
52.3,30.7,1027.81,0,0
50.0,25.2,1962.37,2,1
43.6,26.6,6558.33,4,2
52.8,-7.0,7453.61,4,2
57.3,-5.2,13.3293,0,0
45.6,29.8,319.652,0,0
59.5,12.7,1155.63,0,0
40.1,30.6,3898.43,2,1
69.4,20.2,13.4789,0,0
54.5,22.2,1448.07,0,0
47.8,18.9,4609.54,2,1
56.3,12.0,7.46397,0,0
54.4,30.1,2013.38,2,1
63.4,29.5,356.531,0,0
59.5,6.9,2.83767,0,0
62.8,8.2,528.984,0,0
56.6,13.1,274.868,0,0
43.3,22.2,1781.49,0,0
53.0,-2.1,8804.36,3,3
51.8,28.5,668.845,0,0
50.6,-3.3,3277.39,2,1
38.3,22.8,158.449,0,0
55.2,27.7,1013.18,0,0
48.6,20.9,5602.87,4,2
37.6,-2.5,211.907,0,0
60.2,29.0,49.5002,0,0
40.3,-0.1,1302.12,0,0
47.7,12.8,15241.1,1,4
55.3,11.3,16637.1,1,4
54.9,15.8,7.28485,0,0
52.1,0.7,5242.24,4,2
47.2,19.7,4853.53,4,2
40.2,24.3,11.8121,0,0
63.2,29.1,141.368,0,0
38.3,27.2,6802.13,4,2
45.5,22.4,4163.4,2,1
40.2,-6.4,882.834,0,0
46.2,24.3,7498.31,4,2
40.3,-1.2,10791.9,3,3
58.6,-3.2,505.921,0,0
42.6,-2.8,390.756,0,0
