lat,lon,emission,cluster,cluster_ordered
37.6,-5.1,1850.78,2,1
43.2,1.2,8806.63,3,3
40.5,28.7,448.489,0,0
44.7,4.7,12585.4,3,3
52.8,-3.5,458.477,0,0
46.5,13.0,4002.42,2,1
42.9,0.2,1382.24,0,0
52.8,1.3,7582.84,4,2
60.7,23.0,1420.33,0,0
48.5,-2.0,15635.9,1,4
37.0,22.9,204.678,0,0
57.5,24.7,15448.3,1,4
56.1,23.4,3499.12,2,1
53.9,13.0,4107.49,2,1
47.3,30.3,2427.53,2,1
46.5,-1.6,6002.53,4,2
56.7,24.1,1150.57,0,0
50.8,25.4,3824.44,2,1
43.0,-4.2,3553.96,2,1
51.5,4.2,11633.8,3,3
43.3,1.3,7113.15,4,2
52.7,-0.8,3034.78,2,1
35.1,1.5,12.9113,0,0
38.8,19.8,0.443777,0,0
40.8,-3.4,605.425,0,0
60.7,24.2,1002.7,0,0
51.3,27.5,434.524,0,0
52.9,28.6,1307.24,0,0
41.6,23.2,4483.3,2,1
45.7,3.6,2408.61,2,1
44.6,23.6,7552.85,4,2
43.8,17.0,2817.32,2,1
39.9,15.9,5881.8,4,2
42.7,14.7,0.41499,0,0
56.7,16.6,712.24,0,0
45.9,6.8,3203.49,2,1
52.1,7.1,7751.74,4,2
51.4,15.3,1167.56,0,0
36.0,3.4,7.41856,0,0
67.7,14.9,49.3766,0,0
47.7,-3.1,12882.1,3,3
40.5,30.9,1960.65,2,1
42.5,25.0,1569.37,0,0
43.7,18.6,208.928,0,0
49.2,29.6,2263.03,2,1
62.3,11.4,343.979,0,0
37.1,23.5,0.331628,0,0
66.5,28.5,23.5841,0,0
53.0,-3.8,724.369,0,0
43.3,11.5,1846.09,2,1
43.2,2.6,7300.22,4,2
53.3,6.1,3601.15,2,1
44.8,28.4,1624.09,0,0
45.1,17.4,4746.24,2,1
43.2,16.4,9.46544,0,0
55.1,25.3,2254.34,2,1
49.2,7.9,14153.0,1,4
46.6,24.1,8837.35,3,3
52.7,7.4,4152.4,2,1
46.9,12.3,3975.42,2,1
38.1,-2.5,199.828,0,0
55.6,-4.8,4526.57,2,1
47.2,8.9,19100.2,1,4
41.7,22.7,2204.14,2,1
48.9,23.2,676.519,0,0
53.2,22.6,529.129,0,0
41.8,-7.6,1393.03,0,0
50.4,24.0,11567.0,3,3
57.7,29.4,16.3261,0,0
51.3,4.7,14170.9,1,4
45.3,0.1,3722.56,2,1
54.8,-6.2,2375.68,2,1
51.7,26.5,368.609,0,0
35.7,5.9,6.53143,0,0
38.8,-2.7,452.937,0,0
50.5,27.2,2295.38,2,1
49.1,22.7,563.06,0,0
42.0,9.3,2756.02,2,1
43.9,10.1,15242.4,1,4
54.6,9.1,3129.79,2,1
51.2,17.6,5042.67,4,2
59.2,12.3,217.445,0,0
40.1,27.4,2553.59,2,1
43.4,27.7,5568.49,4,2
48.4,28.2,3035.4,2,1
55.5,24.3,3818.2,2,1
60.0,14.6,150.383,0,0
60.3,22.8,135.735,0,0
50.8,18.3,3476.32,2,1
69.7,19.6,2129.72,2,1
42.8,-8.5,9632.97,3,3
42.7,-5.9,1560.42,0,0
51.5,11.5,19188.8,1,4
38.0,28.9,5398.4,4,2
60.4,6.9,28.3792,0,0
57.5,14.6,2237.41,2,1
50.8,15.2,2170.99,2,1
43.7,0.2,5155.94,4,2
60.3,17.4,6444.69,4,2
48.2,29.5,2728.18,2,1
64.3,20.2,693.101,0,0
37.1,-2.1,1688.75,0,0
43.5,23.8,5954.25,4,2
53.3,16.3,3238.0,2,1
37.0,-0.6,0.569994,0,0
36.2,-2.8,1.1185,0,0
45.4,21.7,2004.42,2,1
48.8,7.0,5021.29,4,2
42.4,2.0,5724.25,4,2
53.4,-2.4,17648.8,1,4
50.8,7.5,14722.0,1,4
69.9,20.3,24.9532,0,0
43.8,-7.3,1.19297,0,0
46.7,8.1,7045.54,4,2
45.9,18.6,10232.6,3,3
62.8,22.5,1783.56,0,0
53.6,15.1,9479.51,3,3
50.8,28.5,1322.59,0,0
59.2,15.4,3670.74,2,1
61.2,28.2,11.3346,0,0
52.2,-1.5,6555.33,4,2
36.2,0.5,37.6317,0,0
55.4,16.6,4.32397,0,0
42.9,19.8,4827.02,2,1
67.0,15.1,366.264,0,0
43.5,17.2,3471.28,2,1
48.2,28.7,2043.95,2,1
41.5,24.9,7344.63,4,2
60.7,15.2,1782.72,0,0
40.0,0.3,0.534258,0,0
43.5,3.0,5678.66,4,2
62.7,23.5,2639.04,2,1
56.6,14.7,432.282,0,0
39.9,-0.6,3584.32,2,1
53.2,25.5,958.844,0,0
35.6,-3.3,0.447385,0,0
44.8,22.9,13850.8,1,4
42.8,-2.3,1979.12,2,1
35.1,26.2,969.817,0,0
35.5,-0.3,126.706,0,0
52.7,27.9,1852.0,2,1
52.4,-2.1,15318.9,1,4
39.2,9.5,3348.02,2,1
34.9,-2.6,687.128,0,0
60.0,20.4,18.8874,0,0
40.7,21.3,2539.83,2,1
47.9,26.2,8972.23,3,3
51.8,19.2,6179.61,4,2
51.8,9.9,8434.91,4,2
55.2,-4.0,141.289,0,0
37.9,-8.8,454.236,0,0
43.0,-8.0,1200.66,0,0
43.0,1.6,19000.3,1,4
45.6,1.3,5137.36,4,2
35.6,10.6,6835.65,4,2
60.0,23.3,1599.57,0,0
42.0,-3.6,1223.77,0,0
40.4,21.8,2029.25,2,1
37.3,26.1,0.188542,0,0
56.7,13.8,3035.32,2,1
37.3,30.5,6295.55,4,2
46.8,4.4,10769.0,3,3
40.3,29.2,2926.49,2,1
60.1,14.8,321.873,0,0
34.0,-2.3,114.599,0,0
46.5,29.3,8422.68,4,2
48.7,-1.1,3350.87,2,1
36.0,7.7,1.24607,0,0
46.0,27.4,11298.3,3,3
37.4,24.4,496.375,0,0
47.5,0.0,3158.04,2,1
40.3,0.6,0.426505,0,0
60.5,23.1,2202.46,2,1
38.0,-6.9,151.35,0,0
50.5,12.9,18098.8,1,4
45.5,0.9,3244.78,2,1
36.3,-6.1,4894.82,4,2
35.2,2.9,0.0271783,0,0
63.8,28.6,84.8511,0,0
39.0,-7.1,3872.46,2,1
51.8,27.6,191.329,0,0
60.3,12.9,254.735,0,0
39.9,23.1,0.759315,0,0
50.6,11.8,5913.78,4,2
58.7,17.8,546.641,0,0
59.7,17.4,3248.91,2,1
45.8,28.0,4862.35,4,2
57.6,-5.3,81.8691,0,0
45.9,17.8,5446.92,4,2
62.5,17.0,1810.35,0,0
51.4,18.5,4392.1,2,1
61.9,29.6,111.102,0,0
48.3,11.4,16022.2,1,4
54.5,8.7,16.9321,0,0
52.2,16.5,6499.84,4,2
55.4,30.8,23.2626,0,0
56.9,22.1,174.753,0,0
61.2,23.1,641.724,0,0
52.6,22.3,2545.08,2,1
58.9,28.5,2.22117,0,0
67.8,27.3,87.654,0,0
52.8,-2.2,9409.12,3,3
41.2,-3.8,1146.3,0,0
38.9,22.9,927.922,0,0
42.9,18.9,1248.42,0,0
47.7,25.3,124.466,0,0
43.9,20.4,19400.6,1,4
34.8,-5.1,6702.48,4,2
38.8,-2.2,3591.36,2,1
38.8,-5.3,138.81,0,0
51.6,-10.0,553.906,0,0
48.5,25.3,2660.01,2,1
43.5,-8.0,1534.39,0,0
46.7,29.7,2321.57,2,1
67.2,26.2,81.393,0,0
43.9,-8.6,0.560435,0,0
47.1,29.2,11031.4,3,3
58.1,13.9,13743.8,1,4
42.1,8.8,998.868,0,0
35.6,0.2,166.451,0,0
66.5,21.3,336.677,0,0
53.4,-8.2,479.13,0,0
40.3,-8.9,261.181,0,0
52.9,15.5,2806.46,2,1
51.8,16.7,6549.23,4,2
58.3,-6.6,677.997,0,0
46.3,27.0,10602.3,3,3
61.8,23.5,115.873,0,0
39.7,-3.8,752.329,0,0
40.7,16.1,1884.21,2,1
52.1,15.7,2917.22,2,1
49.9,28.4,2442.94,2,1
42.0,22.6,839.483,0,0
39.2,24.9,0.886871,0,0
51.0,2.6,12253.3,3,3
42.5,-0.1,66.5203,0,0
46.8,7.8,1219.04,0,0
57.1,29.7,95.0179,0,0
39.5,3.2,10899.3,3,3
49.8,13.9,15522.6,1,4
52.9,16.9,10281.0,3,3
49.7,2.2,7673.97,4,2
41.4,-6.2,1154.58,0,0
56.3,9.6,7841.28,4,2
36.5,5.1,26.8138,0,0
60.0,20.5,3.55791,0,0
54.5,10.3,10.2738,0,0
48.3,10.6,8860.41,3,3
50.0,22.7,14712.5,1,4
48.3,27.8,4750.88,2,1
53.4,-1.9,424.199,0,0
63.5,29.3,370.943,0,0
58.4,29.3,431.996,0,0
50.9,29.9,3081.51,2,1
59.2,5.5,1869.88,2,1
39.0,-3.4,9078.2,3,3
55.0,24.9,5439.11,4,2
43.1,-6.3,513.916,0,0
50.0,10.9,10001.2,3,3
42.4,-7.6,2383.53,2,1
51.9,6.1,14077.6,1,4
58.0,13.5,3891.8,2,1
52.0,23.8,2213.28,2,1
65.0,19.1,581.99,0,0
50.6,10.4,3056.53,2,1
47.5,0.3,6003.89,4,2
50.0,12.6,1798.48,0,0
52.0,26.7,1031.21,0,0
49.0,8.1,8662.01,3,3
34.0,-9.6,1.03275,0,0
51.7,11.9,19130.2,1,4
36.8,-9.1,5.37846,0,0
44.9,26.4,10707.7,3,3
50.3,4.0,11937.9,3,3
62.2,6.1,3126.13,2,1
66.0,19.5,500.546,0,0
38.1,25.5,0.987193,0,0
61.9,22.8,65.8584,0,0
54.0,-6.7,2725.92,2,1
48.2,-3.0,3313.58,2,1
38.8,-8.4,315.261,0,0
53.6,19.2,5567.99,4,2
46.4,10.3,6590.28,4,2
53.4,19.9,3275.65,2,1
50.8,26.6,1354.98,0,0
34.6,6.2,0.34032,0,0
49.5,7.1,14473.8,1,4
50.7,-1.8,12053.7,3,3
47.2,17.3,5586.87,4,2
63.9,20.7,655.963,0,0
41.6,21.6,4125.36,2,1
69.3,19.8,55.3346,0,0
44.9,29.1,479.328,0,0
53.0,30.3,528.844,0,0
48.7,30.0,2285.67,2,1
51.8,8.1,18146.7,1,4
44.9,9.1,7469.39,4,2
62.0,25.6,3284.49,2,1
35.6,-1.1,2.16815,0,0
56.3,-4.0,1831.48,2,1
59.5,16.2,15517.3,1,4
54.3,24.2,902.826,0,0
36.8,29.5,995.647,0,0
45.0,10.7,16574.7,1,4
70.3,25.3,4.61046,0,0
63.1,8.2,368.687,0,0
38.7,25.1,0.0947707,0,0
46.1,2.3,1247.19,0,0
51.0,13.2,10797.0,3,3
59.8,16.0,4814.73,2,1
64.0,18.1,352.557,0,0
41.3,0.9,1544.06,0,0
37.5,14.1,7275.97,4,2
67.3,21.7,65.0959,0,0
42.5,-7.9,2155.5,2,1
53.8,24.1,739.042,0,0
51.1,29.3,1303.88,0,0
34.9,-0.4,2.52053,0,0
50.7,-0.6,95.7456,0,0
55.1,11.8,12708.3,3,3
58.2,14.1,1236.85,0,0
36.6,27.3,21.5438,0,0
42.1,-7.0,413.466,0,0
41.4,-6.3,1194.29,0,0
65.5,12.7,90.8055,0,0
65.9,14.0,12.0601,0,0
57.9,-6.7,9.99699,0,0
51.4,29.7,12.0665,0,0
54.6,8.4,1015.45,0,0
51.1,21.0,6067.21,4,2
39.8,-0.3,17900.4,1,4
56.4,-4.8,143.957,0,0
62.9,27.8,2182.39,2,1
61.6,12.9,78.6567,0,0
66.4,12.4,4.74362,0,0
42.6,-7.6,780.765,0,0
47.9,17.8,3142.63,2,1
39.5,24.3,0.391949,0,0
43.4,24.6,17601.7,1,4
41.1,-7.5,3781.72,2,1
42.7,19.7,1477.72,0,0
54.3,20.0,2269.28,2,1
42.4,13.0,6259.24,4,2
40.3,19.9,4223.82,2,1
52.9,9.0,10975.0,3,3
63.7,24.3,1229.81,0,0
48.8,12.1,8884.44,3,3
35.6,-8.5,5.54955,0,0
40.3,17.5,11207.8,3,3
57.0,28.8,221.798,0,0
36.3,4.2,77.8061,0,0
53.1,29.4,1336.26,0,0
67.0,14.4,120.428,0,0
36.9,21.8,1326.88,0,0
64.0,9.3,6.79173,0,0
46.2,27.1,9525.31,3,3
62.0,25.8,39.653,0,0
44.7,8.9,6965.33,4,2
40.7,-5.3,1568.9,0,0
50.0,4.8,1519.25,0,0
54.4,22.3,563.814,0,0
45.3,13.6,5031.17,4,2
70.7,24.3,75.9746,0,0
54.8,17.8,640.799,0,0
48.9,6.4,4552.11,2,1
59.7,21.3,27.131,0,0
46.9,29.8,1906.39,2,1
59.0,24.0,540.841,0,0
66.3,18.5,577.811,0,0
37.9,20.0,0.273376,0,0
48.2,0.6,7044.58,4,2
48.6,13.6,10873.0,3,3
66.6,19.6,129.405,0,0
56.4,26.6,1380.69,0,0
48.3,-3.4,1214.72,0,0
47.2,22.8,8185.26,4,2
61.0,7.0,558.85,0,0
45.6,1.7,1040.68,0,0
43.5,-8.4,2967.94,2,1
35.3,-0.8,117.98,0,0
41.7,-5.8,1150.0,0,0
54.2,30.9,5784.56,4,2
51.8,-3.2,4227.09,2,1
35.8,-6.9,1.50933,0,0
38.9,22.8,2719.1,2,1
62.3,30.6,124.163,0,0
42.0,9.5,441.699,0,0
44.1,15.5,7746.0,4,2
53.7,12.5,4259.99,2,1
42.4,-7.4,705.85,0,0
51.4,6.1,12819.6,3,3
50.8,13.9,6630.27,4,2
52.0,6.4,6416.3,4,2
48.1,12.1,12146.5,3,3
42.3,1.8,2827.2,2,1
65.6,21.4,1974.75,2,1
38.2,15.8,12475.2,3,3
40.7,26.9,2712.36,2,1
54.5,25.6,2013.78,2,1
43.1,-3.0,12125.1,3,3
59.8,6.6,118.273,0,0
42.4,19.8,6801.57,4,2
42.7,-5.7,2764.09,2,1
50.3,23.1,1479.26,0,0
37.1,-6.1,2234.94,2,1
42.5,-6.8,9883.55,3,3
51.8,24.3,736.283,0,0
50.3,21.5,2326.21,2,1
54.6,18.1,10275.6,3,3
52.8,25.4,3445.25,2,1
61.1,24.8,532.805,0,0
52.5,-3.8,344.873,0,0
40.7,26.2,6655.56,4,2
37.8,13.7,6146.97,4,2
45.7,18.2,7699.11,4,2
64.3,28.4,53.65,0,0
37.2,30.4,5884.33,4,2
42.1,-1.6,2106.32,2,1
40.9,-6.2,387.448,0,0
40.6,21.6,7534.6,4,2
36.5,5.8,41.01,0,0
45.0,2.3,1310.6,0,0
63.7,11.5,3484.02,2,1
43.1,11.8,13931.2,1,4
49.2,6.4,7559.87,4,2
44.4,17.9,1159.86,0,0
67.8,29.1,7.73973,0,0
52.8,24.2,734.558,0,0
57.1,24.4,1195.8,0,0
49.6,10.7,8387.7,4,2
67.1,24.6,45.1166,0,0
53.7,13.2,3497.96,2,1
38.0,21.4,4051.98,2,1
65.4,13.7,10.6413,0,0
56.7,-4.2,301.0,0,0
62.7,28.3,288.829,0,0
56.6,-4.0,535.502,0,0
54.0,30.8,1303.73,0,0
37.1,-5.0,3609.28,2,1
63.8,27.2,97.015,0,0
55.1,30.2,16656.8,1,4
36.2,-4.3,0.854744,0,0
47.9,6.1,2082.15,2,1
58.9,30.5,188.359,0,0
55.5,-2.1,2518.15,2,1
52.2,29.2,856.169,0,0
54.9,22.5,732.371,0,0
38.8,-4.9,49.8332,0,0
46.3,4.2,2844.69,2,1
47.4,4.4,1939.74,2,1
58.1,29.7,21.577,0,0
51.1,13.9,12618.1,3,3
62.3,29.6,2619.16,2,1
41.1,24.6,984.177,0,0
60.0,11.5,153.251,0,0
51.6,-1.3,11349.3,3,3
49.9,9.2,17517.2,1,4
57.3,28.6,137.684,0,0
54.7,21.7,501.786,0,0
47.6,8.6,19350.3,1,4
46.8,28.0,7133.97,4,2
43.2,23.1,4020.66,2,1
52.3,14.8,3041.12,2,1
36.2,29.0,0.428711,0,0
46.8,11.0,1906.12,2,1
39.9,-9.0,455.737,0,0
66.2,19.5,5.12796,0,0
52.3,26.6,1537.42,0,0
45.0,28.9,3881.34,2,1
61.3,26.4,314.07,0,0
54.2,12.9,3402.11,2,1
54.0,-9.7,11.8429,0,0
54.1,26.9,1240.8,0,0
40.4,22.5,5045.97,4,2
63.8,16.0,66.585,0,0
41.1,25.4,6646.05,4,2
67.0,23.4,6.15356,0,0
45.9,20.3,4528.85,2,1
54.2,13.5,4.3486,0,0
52.2,10.8,9331.52,3,3
55.9,14.1,4795.5,2,1
37.0,-6.0,4422.9,2,1
60.2,15.3,75.176,0,0
56.4,27.2,2490.18,2,1
38.5,-5.8,222.341,0,0
46.9,2.5,4320.63,2,1
36.6,-6.4,18876.4,1,4
60.2,21.3,108.697,0,0
38.1,-7.9,2196.82,2,1
35.2,28.0,0.440716,0,0
36.6,2.9,187.869,0,0
35.6,5.0,234.488,0,0
70.1,25.2,472.06,0,0
47.9,-1.2,3875.89,2,1
58.5,26.5,3492.5,2,1
35.8,25.5,0.44364,0,0
62.4,24.6,206.909,0,0
50.8,22.2,3046.92,2,1
46.6,5.9,3084.53,2,1
62.9,8.8,588.179,0,0
49.8,14.5,18618.1,1,4
42.0,-3.1,202.469,0,0
45.1,14.4,1012.92,0,0
46.2,15.6,13436.7,3,3
54.5,23.1,4168.91,2,1
57.8,14.7,1835.4,2,1
47.1,13.6,4281.38,2,1
70.0,27.5,160.228,0,0
37.5,23.1,945.874,0,0
36.2,0.8,134.568,0,0
43.6,1.8,5097.44,4,2
67.3,13.1,5.36675,0,0
52.0,19.5,4615.66,2,1
54.5,9.0,7355.98,4,2
58.8,23.7,660.577,0,0
59.0,12.9,544.111,0,0
57.1,22.1,4.14881,0,0
44.1,12.0,19966.4,1,4
38.7,19.7,0.244904,0,0
35.0,7.6,0.111077,0,0
54.9,25.5,2346.11,2,1
46.7,-1.4,11900.7,3,3
42.6,24.9,5910.95,4,2
42.8,20.4,1319.3,0,0
61.6,10.4,211.021,0,0
39.2,-0.9,177.69,0,0
52.9,28.3,476.082,0,0
37.5,-5.6,308.291,0,0
36.1,-6.8,0.377682,0,0
58.5,10.8,26.4167,0,0
68.0,15.7,412.324,0,0
52.5,14.1,5205.33,4,2
69.2,17.6,740.024,0,0
36.6,14.9,44.9447,0,0
61.9,6.6,442.128,0,0
48.3,22.3,4172.87,2,1
56.1,27.6,1656.01,0,0
49.0,28.8,3668.66,2,1
45.0,23.1,8293.22,4,2
52.9,11.3,1757.58,0,0
47.0,14.3,3924.92,2,1
46.5,27.4,5151.77,4,2
45.7,21.4,6460.95,4,2
56.8,27.8,2109.48,2,1
36.0,4.0,58.0374,0,0
43.5,16.7,5641.86,4,2
61.2,5.2,676.432,0,0
51.8,12.5,13121.3,3,3
44.7,2.4,2728.44,2,1
70.1,28.5,665.107,0,0
66.5,22.6,4.10237,0,0
54.1,29.5,596.434,0,0
50.5,1.9,4714.91,2,1
50.5,24.2,2983.34,2,1
64.8,27.6,7319.67,4,2
52.6,-1.5,7918.84,4,2
59.5,21.2,8.69141,0,0
42.4,-1.3,716.95,0,0
50.3,15.6,9683.26,3,3
50.3,-5.0,4808.22,2,1
64.8,26.6,298.738,0,0
36.7,5.0,189.45,0,0
62.5,30.4,509.348,0,0
48.2,0.0,7721.68,4,2
47.0,25.3,241.966,0,0
43.7,28.2,4470.16,2,1
35.7,6.6,11.5631,0,0
37.6,13.0,1185.04,0,0
51.2,0.7,5454.89,4,2
48.7,22.0,3549.51,2,1
53.3,-10.1,58.9087,0,0
63.0,26.6,172.734,0,0
46.8,30.0,4198.5,2,1
39.9,1.2,0.42461,0,0
67.4,20.4,74.9763,0,0
48.7,29.2,2977.52,2,1
39.4,-7.8,1504.48,0,0
49.5,18.5,1483.88,0,0
56.4,10.3,14329.8,1,4
61.3,6.3,388.762,0,0
49.2,19.3,3660.37,2,1
36.1,4.3,158.509,0,0
43.8,-0.4,8172.91,4,2
49.1,15.8,11989.5,3,3
52.5,5.5,10879.3,3,3
69.7,21.0,1797.99,0,0
51.5,27.3,1125.36,0,0
65.8,17.1,3.07678,0,0
56.0,24.3,9895.33,3,3
57.1,-4.8,64.6472,0,0
53.9,-9.8,569.1,0,0
50.6,9.7,10232.7,3,3
60.6,7.6,2.83767,0,0
52.7,14.4,3754.88,2,1
43.1,-6.4,122.921,0,0
55.3,21.5,7081.75,4,2
39.2,0.8,0.555394,0,0
51.8,25.7,1272.67,0,0
46.3,28.1,8463.03,4,2
64.8,24.8,918.652,0,0
59.7,30.9,362.38,0,0
56.8,-5.1,732.147,0,0
53.5,15.0,3696.41,2,1
43.9,20.6,7230.07,4,2
52.0,27.5,3796.12,2,1
39.4,19.8,644.934,0,0
55.6,13.4,14415.3,1,4
38.7,22.0,495.736,0,0
62.2,29.6,718.679,0,0
66.8,13.4,723.4,0,0
37.7,-7.1,990.624,0,0
49.0,27.6,5666.04,4,2
49.5,15.2,6151.01,4,2
59.0,10.0,11605.6,3,3
36.9,8.3,3.18675,0,0
49.7,30.9,3368.28,2,1
62.3,15.6,995.689,0,0
50.7,7.6,11481.7,3,3
39.4,26.0,168.227,0,0
68.5,17.2,312.183,0,0
63.5,28.4,371.819,0,0
46.6,13.2,4861.26,4,2
62.7,25.2,8053.23,4,2
52.9,11.6,1860.18,2,1
52.9,-7.2,492.168,0,0
52.4,-3.7,456.074,0,0
62.6,11.6,437.097,0,0
62.0,22.8,339.786,0,0
56.7,-3.9,705.478,0,0
51.9,5.0,10685.7,3,3
51.4,24.7,2385.04,2,1
68.8,27.9,20.87,0,0
51.9,18.2,3651.46,2,1
56.3,13.8,587.715,0,0
57.5,25.7,2349.85,2,1
66.2,27.1,252.518,0,0
60.7,22.1,2417.53,2,1
40.8,-5.7,2889.78,2,1
47.1,22.0,2992.67,2,1
61.7,25.0,277.458,0,0
55.4,23.5,1137.77,0,0
59.2,30.6,11.717,0,0
51.1,25.0,2078.28,2,1
50.4,17.5,6956.92,4,2
34.6,-1.1,124.664,0,0
48.6,18.3,8092.39,4,2
45.5,16.5,8505.34,4,2
40.2,-8.9,3521.03,2,1
35.3,24.1,1757.43,0,0
60.7,25.8,1138.52,0,0
43.1,20.3,5448.7,4,2
40.2,28.8,17460.7,1,4
62.9,22.3,3943.16,2,1
36.0,-5.8,1489.39,0,0
55.8,22.3,1363.78,0,0
39.8,23.5,0.436611,0,0
53.9,20.1,2837.65,2,1
59.3,18.9,143.583,0,0
51.1,21.3,3707.38,2,1
40.1,-1.2,641.184,0,0
50.1,7.8,10312.7,3,3
41.9,-2.7,420.744,0,0
48.7,19.1,17816.0,1,4
44.3,0.0,6436.56,4,2
51.2,20.7,5217.4,4,2
45.4,2.4,2120.55,2,1
53.2,-7.6,2388.91,2,1
52.9,-7.7,1605.31,0,0
46.8,11.7,6986.07,4,2
60.6,23.4,3026.65,2,1
42.8,21.0,5583.76,4,2
34.9,-4.3,455.247,0,0
64.1,15.8,21.195,0,0
42.4,22.7,4286.45,2,1
64.2,20.1,476.957,0,0
47.6,0.2,4115.72,2,1
59.5,26.2,368.007,0,0
39.5,-8.6,6278.56,4,2
48.9,9.5,14837.1,1,4
49.6,28.6,2588.07,2,1
51.0,30.7,450.524,0,0
60.1,23.1,2312.97,2,1
35.6,25.0,0.41625,0,0
68.8,15.0,283.529,0,0
57.9,10.0,9.34669,0,0
63.2,24.3,922.415,0,0
57.6,-7.5,434.651,0,0
45.0,4.5,1007.25,0,0
54.2,24.8,1161.37,0,0
53.9,15.3,3483.78,2,1
63.7,26.6,606.137,0,0
41.1,26.6,12998.5,3,3
42.2,25.1,5398.54,4,2
62.1,7.9,19.1543,0,0
51.8,30.2,1362.49,0,0
42.6,11.0,1441.56,0,0
40.9,-1.5,828.851,0,0
42.1,26.7,1972.13,2,1
52.4,11.7,3805.56,2,1
42.9,21.3,846.414,0,0
44.3,1.2,3548.89,2,1
40.5,24.3,0.322585,0,0
37.8,-2.6,2697.95,2,1
55.3,-3.1,200.631,0,0
42.5,19.2,3125.8,2,1
46.3,3.5,3056.24,2,1
36.0,-6.7,1.06558,0,0
55.9,-6.3,3.33233,0,0
56.7,13.6,412.673,0,0
48.4,24.6,1118.31,0,0
49.0,10.9,15866.9,1,4
40.9,-2.4,344.433,0,0
46.6,15.8,11580.5,3,3
61.4,24.7,1268.37,0,0
60.0,21.0,12.0534,0,0
57.2,12.9,424.442,0,0
45.9,7.2,200.582,0,0
46.2,26.2,57.6199,0,0
59.6,12.2,5.12796,0,0
58.4,24.8,2133.75,2,1
46.3,9.1,474.231,0,0
40.7,-2.0,544.198,0,0
53.9,-2.4,1813.38,0,0
34.5,0.2,5.64743,0,0
64.2,16.7,1271.14,0,0
48.3,6.8,10991.3,3,3
57.1,10.9,40.056,0,0
49.5,24.4,2111.33,2,1
59.1,12.5,1187.31,0,0
44.0,13.7,0.618353,0,0
44.2,22.9,11545.5,3,3
51.5,5.7,9233.02,3,3
55.3,8.6,1107.95,0,0
43.4,27.3,4081.68,2,1
47.6,18.9,16898.8,1,4
68.1,16.3,171.796,0,0
52.2,25.5,1362.63,0,0
61.2,10.2,3104.42,2,1
35.3,8.1,177.424,0,0
44.1,21.2,6659.36,4,2
40.8,-4.2,4092.04,2,1
65.7,21.0,22.7682,0,0
46.0,6.8,95.4494,0,0
37.0,25.7,87.3738,0,0
51.0,2.7,6895.11,4,2
49.2,21.8,1124.19,0,0
40.7,-4.7,1682.28,0,0
48.5,11.1,7818.39,4,2
34.6,6.7,0.471485,0,0
51.8,-10.5,6.40069,0,0
49.8,11.2,3565.64,2,1
46.4,29.4,3160.53,2,1
57.3,24.9,3823.64,2,1
43.8,19.6,4941.1,4,2
52.9,16.8,1416.75,0,0
43.7,19.9,6714.82,4,2
41.8,19.4,1999.29,2,1
47.9,1.4,3628.96,2,1
43.1,-1.5,1464.14,0,0
46.0,11.8,17546.6,1,4
59.0,15.8,12028.5,3,3
62.9,27.0,62.8191,0,0
44.3,23.5,6953.09,4,2
64.4,18.2,532.747,0,0
53.0,-2.3,14910.7,1,4
65.7,12.1,6.41497,0,0
51.3,9.7,7587.28,4,2
54.3,22.0,1007.95,0,0
53.0,19.5,3484.58,2,1
54.1,28.3,5697.7,4,2
56.4,14.5,805.766,0,0
65.4,20.8,426.672,0,0
62.7,24.5,132.388,0,0
60.0,12.1,1101.35,0,0
38.4,-9.1,2238.38,2,1
67.0,13.9,274.593,0,0
37.9,20.2,0.289968,0,0
66.4,25.3,485.025,0,0
50.7,24.5,2760.22,2,1
51.0,26.6,1991.48,2,1
35.5,0.4,8.00028,0,0
45.7,3.7,1576.55,0,0
44.4,27.1,10249.1,3,3
45.3,28.7,5355.18,4,2
42.9,1.6,5226.49,4,2
41.0,17.7,0.386589,0,0
58.2,16.2,419.874,0,0
48.1,-3.3,1635.72,0,0
45.2,8.4,16844.5,1,4
53.4,22.8,2229.63,2,1
34.8,0.8,11.292,0,0
59.3,4.8,164.452,0,0
61.0,7.3,277.023,0,0
50.2,8.4,13344.3,3,3
60.1,23.5,1442.69,0,0
51.8,-8.7,4000.47,2,1
38.8,-7.2,7553.18,4,2
68.0,28.5,3.98125,0,0
57.1,-6.1,115.111,0,0
48.1,29.2,1807.67,0,0
40.9,-7.8,2269.39,2,1
48.3,0.5,6766.14,4,2
55.5,26.8,1208.95,0,0
56.9,-2.4,1175.45,0,0
66.3,12.8,244.967,0,0
57.9,-4.2,501.35,0,0
50.2,11.6,7540.91,4,2
52.6,10.8,4138.58,2,1
47.8,23.8,626.866,0,0
43.9,19.9,14921.9,1,4
51.3,0.2,16084.9,1,4
40.9,-8.0,6851.72,4,2
42.3,-7.1,1688.17,0,0
43.0,26.0,479.096,0,0
46.2,20.9,5945.53,4,2
62.0,21.4,48.3412,0,0
64.7,29.9,69.9582,0,0
59.0,8.2,616.826,0,0
37.9,-1.9,796.786,0,0
36.9,26.6,0.163806,0,0
42.5,-4.3,980.295,0,0
64.3,20.5,2904.0,2,1
55.3,29.9,434.268,0,0
48.3,9.2,9990.0,3,3
55.5,11.1,4251.73,2,1
